Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240708063102 2024-07-08 6:38:55.490104200 AM,31.11563979,53.20753912,1652.024,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:38, , , , ,1.432,0.666,1.268, , , , 
 ,20240707114837 2024-07-07 12:09:12.630406400 PM,31.11037756,53.17471935,1675.098,USER,Fixed,Corrected,None,405, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:09, , , , ,1.771,0.772,1.594, , , , 
 ,20240707135042 2024-07-07 1:59:28.525502000 PM,31.11357105,53.19948294,1659.416,USER,Fixed,Corrected,None,144, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:59, , , , ,1.721,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:48:16.510206200 AM,31.11692054,53.21330356,1651.722,USER,Fixed,Corrected,None,316, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.016,0.767,1.865, , , , 
 ,20240707125052 2024-07-07 12:55:10.102135200 PM,31.11080922,53.17311632,1667.777,USER,Fixed,Corrected,None,3, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:55, , , , ,1.36,0.687,1.174, , , , 
 ,20240707131547 2024-07-07 1:27:54.970079700 PM,31.11252411,53.18745984,1665.516,USER,Fixed,Corrected,None,232, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.473,0.67,1.312, , , , 
 ,20240707125052 2024-07-07 1:01:00.378345300 PM,31.11050305,53.17906268,1668.408,USER,Fixed,Corrected,None,163, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:01, , , , ,1.387,0.689,1.204, , , , 
 ,20240708063102 2024-07-08 6:43:24.785853400 AM,31.11643073,53.20970018,1652.169,USER,Fixed,Corrected,None,183, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.585,0.701,1.422, , , , 
 ,20240707131547 2024-07-07 1:31:56.876655800 PM,31.11239155,53.19276531,1666.086,USER,Fixed,Corrected,None,338, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:31, , , , ,1.487,0.669,1.328, , , , 
 ,20240707135042 2024-07-07 2:10:04.988514700 PM,31.11542407,53.20458332,1659.51,USER,Fixed,Corrected,None,433, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.16, , , , 
 ,20240707131547 2024-07-07 1:36:42.983569900 PM,31.11375453,53.19536796,1665.696,USER,Fixed,Corrected,None,459, ,BYCODE(0), ,0.015,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:36, , , , ,1.429,0.634,1.28, , , , 
 ,20240707135042 2024-07-07 1:56:31.651220100 PM,31.11341812,53.19624236,1659.338,USER,Fixed,Corrected,None,65, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:56, , , , ,1.74,0.687,1.598, , , , 
 ,20240707131547 2024-07-07 1:34:14.118915600 PM,31.11330558,53.19251412,1666.438,USER,Fixed,Corrected,None,397, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:34, , , , ,1.414,0.634,1.264, , , , 
 ,20240708063102 2024-07-08 6:38:57.481313200 AM,31.11568249,53.20733626,1651.945,USER,Fixed,Corrected,None,62, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:38, , , , ,1.432,0.666,1.268, , , , 
 ,20240708063102 2024-07-08 6:48:18.501379300 AM,31.11696306,53.21310005,1651.677,USER,Fixed,Corrected,None,317, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.016,0.767,1.865, , , , 
 ,20240707131547 2024-07-07 1:26:08.862376000 PM,31.11247194,53.1860561,1666.724,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:26, , , , ,1.465,0.67,1.303, , , , 
 ,20240707135042 2024-07-07 2:02:43.823603900 PM,31.11371932,53.20274531,1659.747,USER,Fixed,Corrected,None,233, ,BYCODE(0), ,0.015,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:02, , , , ,2.211,0.706,2.096, , , , 
 ,20240707125052 2024-07-07 12:56:57.997504700 PM,31.10896359,53.18165942,1668.031,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:56, , , , ,1.37,0.688,1.184, , , , 
 ,20240707125052 2024-07-07 1:02:19.876723500 PM,31.11083069,53.17943238,1670.302,USER,Fixed,Corrected,None,198, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:02, , , , ,1.392,0.688,1.21, , , , 
 ,20240707135042 2024-07-07 1:59:30.512574000 PM,31.11352869,53.19968561,1659.423,USER,Fixed,Corrected,None,145, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:59, , , , ,1.721,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:43:26.810399100 AM,31.11638705,53.20990768,1652.241,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.585,0.701,1.422, , , , 
 ,20240707125052 2024-07-07 1:03:54.031547800 PM,31.11092069,53.18068373,1668.294,USER,Fixed,Corrected,None,240, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:03, , , , ,1.397,0.688,1.216, , , , 
 ,20240707131547 2024-07-07 1:23:01.697056500 PM,31.11239374,53.1819264,1664.807,USER,Fixed,Corrected,None,103, ,BYCODE(0), ,0.014,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:23, , , , ,1.415,0.657,1.253, , , , 
 ,20240707135042 2024-07-07 2:10:06.975682500 PM,31.11546626,53.20438003,1659.709,USER,Fixed,Corrected,None,434, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.16, , , , 
 ,20240707125052 2024-07-07 1:06:48.385256300 PM,31.11162621,53.18121203,1667.891,USER,Fixed,Corrected,None,317, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:06, , , , ,1.492,0.725,1.304, , , , 
 ,20240708063102 2024-07-08 6:48:20.503058000 AM,31.11700629,53.21289594,1651.699,USER,Fixed,Corrected,None,318, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.767,1.865, , , , 
 ,20240707135042 2024-07-07 2:06:16.695570900 PM,31.11412999,53.20675758,1659.695,USER,Fixed,Corrected,None,328, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:06, , , , ,2.256,0.705,2.143, , , , 
 ,20240708063102 2024-07-08 6:38:59.476579900 AM,31.1157256,53.20713271,1651.911,USER,Fixed,Corrected,None,63, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:38, , , , ,1.433,0.666,1.268, , , , 
 ,20240707125052 2024-07-07 12:59:24.768455300 PM,31.1099109,53.17969421,1669.615,USER,Fixed,Corrected,None,120, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:59, , , , ,1.381,0.688,1.197, , , , 
 ,20240707125052 2024-07-07 1:00:26.353606000 PM,31.10959718,53.18247668,1668.056,USER,Fixed,Corrected,None,146, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:00, , , , ,1.385,0.689,1.202, , , , 
 ,20240707131547 2024-07-07 1:20:23.184184300 PM,31.1120994,53.18018475,1665.487,USER,Fixed,Corrected,None,34, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:20, , , , ,1.52,0.722,1.338, , , , 
 ,20240707135042 2024-07-07 1:56:33.644602300 PM,31.11337657,53.19644575,1659.322,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:56, , , , ,1.74,0.687,1.598, , , , 
 ,20240708063102 2024-07-08 6:43:28.801612100 AM,31.11634419,53.21011105,1652.367,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.586,0.701,1.422, , , , 
 ,20240707135042 2024-07-07 2:02:45.852344300 PM,31.11367521,53.20295258,1659.792,USER,Fixed,Corrected,None,234, ,BYCODE(0), ,0.015,0.013,0.015,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:02, , , , ,2.212,0.706,2.096, , , , 
 ,20240707131547 2024-07-07 1:27:56.959285500 PM,31.11257676,53.18726097,1665.148,USER,Fixed,Corrected,None,233, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.473,0.67,1.312, , , , 
 ,20240707131547 2024-07-07 1:34:16.108105700 PM,31.1132519,53.1927138,1666.4,USER,Fixed,Corrected,None,398, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:34, , , , ,1.415,0.634,1.265, , , , 
 ,20240708063102 2024-07-08 6:48:22.494139000 AM,31.11704889,53.21269303,1651.735,USER,Fixed,Corrected,None,319, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.767,1.865, , , , 
 ,20240707131547 2024-07-07 1:31:58.868272100 PM,31.11233824,53.19296573,1666.16,USER,Fixed,Corrected,None,339, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:31, , , , ,1.487,0.669,1.328, , , , 
 ,20240707135042 2024-07-07 2:10:08.966870300 PM,31.11550914,53.20417747,1659.646,USER,Fixed,Corrected,None,435, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.16, , , , 
 ,20240707135042 2024-07-07 1:59:32.499744200 PM,31.11348648,53.19988866,1659.384,USER,Fixed,Corrected,None,146, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:59, , , , ,1.721,0.665,1.588, , , , 
 ,20240708063102 2024-07-08 6:39:01.467597000 AM,31.11576921,53.206929,1651.905,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:39, , , , ,1.433,0.666,1.268, , , , 
 ,20240707135042 2024-07-07 1:53:49.061054900 PM,31.11200712,53.19506167,1658.963,USER,Fixed,Corrected,None,2, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:53, , , , ,1.731,0.686,1.589, , , , 
 ,20240707131547 2024-07-07 1:29:53.149226200 PM,31.11178463,53.19343631,1665.626,USER,Fixed,Corrected,None,282, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:29, , , , ,1.481,0.669,1.321, , , , 
 ,20240708063102 2024-07-08 6:43:30.788751100 AM,31.11630105,53.21031322,1652.312,USER,Fixed,Corrected,None,186, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.586,0.701,1.422, , , , 
 ,20240707125052 2024-07-07 12:57:49.996990900 PM,31.1103511,53.17644158,1668.656,USER,Fixed,Corrected,None,78, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:57, , , , ,1.374,0.688,1.189, , , , 
 ,20240707125052 2024-07-07 12:55:46.111668300 PM,31.10984762,53.17673199,1669.35,USER,Fixed,Corrected,None,21, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:55, , , , ,1.364,0.687,1.178, , , , 
 ,20240707131547 2024-07-07 1:26:10.853597900 PM,31.11241926,53.18625535,1666.667,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:26, , , , ,1.494,0.672,1.334, , , , 
 ,20240708063102 2024-07-08 6:48:24.516454500 AM,31.11709244,53.21248698,1651.753,USER,Fixed,Corrected,None,320, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.767,1.865, , , , 
 ,20240707131547 2024-07-07 1:24:33.146988600 PM,31.11111927,53.18954676,1665.499,USER,Fixed,Corrected,None,142, ,BYCODE(0), ,0.015,0.011,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:24, , , , ,1.486,0.673,1.325, , , , 
 ,20240707135042 2024-07-07 2:02:47.847574200 PM,31.11363304,53.20315625,1659.82,USER,Fixed,Corrected,None,235, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:02, , , , ,2.212,0.706,2.097, , , , 
 ,20240707125052 2024-07-07 1:04:48.287925000 PM,31.11174267,53.17918459,1667.792,USER,Fixed,Corrected,None,262, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:04, , , , ,1.375,0.688,1.191, , , , 
 ,20240707135042 2024-07-07 1:56:35.635897600 PM,31.11333436,53.19664882,1659.436,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:56, , , , ,1.74,0.687,1.598, , , , 
 ,20240707135042 2024-07-07 2:10:10.983671400 PM,31.11555204,53.20397097,1659.731,USER,Fixed,Corrected,None,436, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.16, , , , 
 ,20240708063102 2024-07-08 6:39:03.498384200 AM,31.11581298,53.20672201,1651.826,USER,Fixed,Corrected,None,65, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:39, , , , ,1.433,0.666,1.269, , , , 
 ,20240707135042 2024-07-07 2:06:20.352972300 PM,31.11417925,53.20653463,1659.371,USER,Fixed,Corrected,None,329, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:06, , , , ,2.256,0.705,2.143, , , , 
 ,20240707131547 2024-07-07 1:21:40.120595200 PM,31.11066056,53.18686075,1665.107,USER,Fixed,Corrected,None,68, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:21, , , , ,1.411,0.656,1.248, , , , 
 ,20240708063102 2024-07-08 6:43:32.819628500 AM,31.11625781,53.21051998,1652.261,USER,Fixed,Corrected,None,187, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.586,0.702,1.423, , , , 
 ,20240707125052 2024-07-07 12:56:06.118814200 PM,31.10931485,53.17874087,1669.709,USER,Fixed,Corrected,None,31, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:56, , , , ,1.365,0.688,1.18, , , , 
 ,20240708063102 2024-07-08 6:48:26.497336900 AM,31.11713515,53.21228491,1651.721,USER,Fixed,Corrected,None,321, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.767,1.865, , , , 
 ,20240707135042 2024-07-07 1:59:34.528705600 PM,31.11344302,53.20009535,1659.313,USER,Fixed,Corrected,None,147, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:59, , , , ,1.721,0.665,1.588, , , , 
 ,20240707125052 2024-07-07 12:59:54.764887100 PM,31.10911182,53.1827027,1670.32,USER,Fixed,Corrected,None,135, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:59, , , , ,1.383,0.688,1.2, , , , 
 ,20240707131547 2024-07-07 1:34:18.101634700 PM,31.11319845,53.19291375,1666.416,USER,Fixed,Corrected,None,399, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:34, , , , ,1.415,0.634,1.265, , , , 
 ,20240707131547 2024-07-07 1:23:03.688363300 PM,31.11242989,53.18213234,1664.958,USER,Fixed,Corrected,None,104, ,BYCODE(0), ,0.014,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:23, , , , ,1.392,0.656,1.228, , , , 
 ,20240707131547 2024-07-07 1:36:47.608423900 PM,31.11381866,53.19535825,1665.986,USER,Fixed,Corrected,None,460, ,BYCODE(0), ,0.015,0.012,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:36, , , , ,1.429,0.634,1.281, , , , 
 ,20240707131547 2024-07-07 1:32:00.863874200 PM,31.11228539,53.19316598,1666.362,USER,Fixed,Corrected,None,340, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:32, , , , ,1.487,0.669,1.328, , , , 
 ,20240707135042 2024-07-07 2:02:49.851368200 PM,31.11358999,53.20336021,1659.755,USER,Fixed,Corrected,None,236, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:02, , , , ,2.213,0.706,2.097, , , , 
 ,20240707114837 2024-07-07 12:00:10.945904700 PM,31.10943679,53.16765588,1674.852,USER,Fixed,Corrected,None,166, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:00, , , , ,2.012,0.81,1.842, , , , 
 ,20240707131547 2024-07-07 1:20:55.697102500 PM,31.11159912,53.18294856,1666.101,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:20, , , , ,1.384,0.655,1.219, , , , 
 ,20240708063102 2024-07-08 6:43:34.796437700 AM,31.1162145,53.21072307,1652.433,USER,Fixed,Corrected,None,188, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.586,0.702,1.423, , , , 
 ,20240707135042 2024-07-07 2:10:12.977426300 PM,31.11559488,53.20376721,1659.827,USER,Fixed,Corrected,None,437, ,BYCODE(0), ,0.014,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.16, , , , 
 ,20240708063102 2024-07-08 6:48:28.520109400 AM,31.11717824,53.21207824,1651.718,USER,Fixed,Corrected,None,322, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.767,1.866, , , , 
 ,20240707125052 2024-07-07 12:58:58.728146800 PM,31.11060453,53.17707943,1669.322,USER,Fixed,Corrected,None,107, ,BYCODE(0), ,0.014,0.009,0.012,0.016,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:58, , , , ,1.379,0.688,1.195, , , , 
 ,20240707135042 2024-07-07 2:06:22.340467200 PM,31.11422243,53.20632899,1659.374,USER,Fixed,Corrected,None,330, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:06, , , , ,2.257,0.705,2.144, , , , 
 ,20240708063102 2024-07-08 6:34:50.056799400 AM,31.11635767,53.21132029,1541.989,USER,Fixed,Corrected,None,1, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:34, , , , ,1.29,0.591,1.147, , , , 
 ,20240707135042 2024-07-07 1:53:51.919731900 PM,31.11200421,53.19507187,1658.891,USER,Fixed,Corrected,None,3, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:53, , , , ,1.731,0.686,1.589, , , , 
 ,20240707131547 2024-07-07 1:27:58.948323000 PM,31.11262897,53.18706188,1665.074,USER,Fixed,Corrected,None,234, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:27, , , , ,1.502,0.672,1.343, , , , 
 ,20240707135042 2024-07-07 1:56:37.659167300 PM,31.11329149,53.19685552,1659.519,USER,Fixed,Corrected,None,68, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:56, , , , ,1.74,0.687,1.598, , , , 
 ,20240707135042 2024-07-07 1:59:36.520093700 PM,31.1134001,53.20029784,1659.148,USER,Fixed,Corrected,None,148, ,BYCODE(0), ,0.014,0.013,0.015,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:59, , , , ,1.721,0.665,1.588, , , , 
 ,20240707125052 2024-07-07 1:05:46.797661100 PM,31.11028739,53.18467518,1668.724,USER,Fixed,Corrected,None,290, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:05, , , , ,1.377,0.687,1.194, , , , 
 ,20240708063102 2024-07-08 6:43:36.787514700 AM,31.11617226,53.21092521,1652.626,USER,Fixed,Corrected,None,189, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.587,0.702,1.423, , , , 
 ,20240708063102 2024-07-08 6:48:30.525904200 AM,31.11722103,53.21187448,1651.662,USER,Fixed,Corrected,None,323, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.017,0.768,1.866, , , , 
 ,20240708063102 2024-07-08 6:39:07.476905300 AM,31.11589812,53.20631597,1651.697,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.014,0.01,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:39, , , , ,1.433,0.666,1.269, , , , 
 ,20240707125052 2024-07-07 12:57:14.013846900 PM,31.10939207,53.18005452,1668.295,USER,Fixed,Corrected,None,60, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:57, , , , ,1.371,0.688,1.186, , , , 
 ,20240707125052 2024-07-07 1:06:50.376682000 PM,31.11167878,53.18101215,1668.192,USER,Fixed,Corrected,None,318, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:06, , , , ,1.492,0.725,1.305, , , , 
 ,20240707135042 2024-07-07 2:10:14.969004900 PM,31.11563772,53.20356417,1659.804,USER,Fixed,Corrected,None,438, ,BYCODE(0), ,0.014,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:10, , , , ,2.272,0.705,2.159, , , , 
 ,20240707131547 2024-07-07 1:26:12.838789900 PM,31.11236663,53.18645365,1666.671,USER,Fixed,Corrected,None,186, ,BYCODE(0), ,0.015,0.011,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:26, , , , ,1.466,0.67,1.303, , , , 
 ,20240707125052 2024-07-07 12:56:30.043540500 PM,31.10897817,53.18072496,1668.743,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.014,0.009,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 12:56, , , , ,1.367,0.688,1.182, , , , 
 ,20240707135042 2024-07-07 2:06:24.361241600 PM,31.11426541,53.20612513,1659.431,USER,Fixed,Corrected,None,331, ,BYCODE(0), ,0.015,0.014,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:06, , , , ,2.257,0.705,2.144, , , , 
 ,20240707131547 2024-07-07 1:20:25.173315300 PM,31.11213413,53.18038871,1665.879,USER,Fixed,Corrected,None,35, ,BYCODE(0), ,0.015,0.01,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:20, , , , ,1.546,0.723,1.367, , , , 
 ,20240707135042 2024-07-07 2:02:52.378329500 PM,31.11355226,53.20355167,1659.851,USER,Fixed,Corrected,None,237, ,BYCODE(0), ,0.015,0.013,0.016,0.02,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 14:02, , , , ,2.214,0.706,2.098, , , , 
 ,20240708063102 2024-07-08 6:48:32.517412400 AM,31.11726385,53.21167151,1651.631,USER,Fixed,Corrected,None,324, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:48, , , , ,2.018,0.768,1.866, , , , 
 ,20240707131547 2024-07-07 1:34:20.105802500 PM,31.11314547,53.19311536,1666.456,USER,Fixed,Corrected,None,400, ,BYCODE(0), ,0.015,0.012,0.014,0.019,         BYLAYER,  BYCODE, ,0,Vertical,7/7/2024 13:34, , , , ,1.415,0.634,1.265, , , , 
 ,20240708063102 2024-07-08 6:43:38.814098800 AM,31.11612939,53.21113088,1652.401,USER,Fixed,Corrected,None,190, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,7/8/2024 6:43, , , , ,1.587,0.702,1.423, , , , 
